zcr_mean,zcr_std,zcr_median,zcr_skew,zcr_kurtosis,rms_mean,rms_std,rms_median,rms_skew,rms_kurtosis,duration,sc_mean,sc_std,sc_median,sc_skew,sc_kurtosis,sb_mean,sb_std,sb_median,sb_skew,sb_kurtosis,roll_mean,roll_std,roll_median,roll_skew,roll_kurtosis,contrast_mean,contrast_std,contrast_median,contrast_skew,contrast_kurtosis,flat_mean,flat_std,flat_median,flat_skew,flat_kurtosis,mfcc1_mean,mfcc1_std,mfcc1_median,mfcc1_skew,mfcc1_kurtosis,mfcc2_mean,mfcc2_std,mfcc2_median,mfcc2_skew,mfcc2_kurtosis,mfcc3_mean,mfcc3_std,mfcc3_median,mfcc3_skew,mfcc3_kurtosis,mfcc4_mean,mfcc4_std,mfcc4_median,mfcc4_skew,mfcc4_kurtosis,mfcc5_mean,mfcc5_std,mfcc5_median,mfcc5_skew,mfcc5_kurtosis,mfcc6_mean,mfcc6_std,mfcc6_median,mfcc6_skew,mfcc6_kurtosis,mfcc7_mean,mfcc7_std,mfcc7_median,mfcc7_skew,mfcc7_kurtosis,mfcc8_mean,mfcc8_std,mfcc8_median,mfcc8_skew,mfcc8_kurtosis,mfcc9_mean,mfcc9_std,mfcc9_median,mfcc9_skew,mfcc9_kurtosis,mfcc10_mean,mfcc10_std,mfcc10_median,mfcc10_skew,mfcc10_kurtosis,mfcc11_mean,mfcc11_std,mfcc11_median,mfcc11_skew,mfcc11_kurtosis,mfcc12_mean,mfcc12_std,mfcc12_median,mfcc12_skew,mfcc12_kurtosis,mfcc13_mean,mfcc13_std,mfcc13_median,mfcc13_skew,mfcc13_kurtosis,f0_mean,f0_std,f0_median,f0_skew,f0_kurtosis,speaker,label_command
0.06640625,0.03659033720016039,0.07421875,0.26604536378354104,-1.0078854943578097,0.14147562,0.071302935,0.13705543,0.24184626131576845,-0.9681933799414275,0.544,1102.0688018803837,413.139965817203,1064.4934640365814,2.3346016574169917,6.096624550360795,1522.0730882377488,365.8843790583401,1477.5485417210768,1.9880870625962965,4.305673761217751,1788.6284722222222,1358.2432435091628,1425.78125,2.440153175984613,5.537310928388171,17.536228873681917,4.548692694807133,17.51037460938867,-0.18565791117581787,-0.40000521025291214,0.004650163,0.008524221,0.0019598058,3.407939570243696,10.634096682446131,-195.61328,94.8876,-220.02588,0.008697199842022262,-1.3832698653744435,149.90962,16.76514,152.6342,-0.8520465576735258,0.7660613423338272,36.035496,43.598824,25.710833,0.2091867742325645,-1.5264854827954857,-24.50043,16.835938,-32.10296,0.5598222804528714,-0.9396841799183617,-18.253662,19.891674,-12.618243,0.02960523275964665,-1.1734655600813702,19.802162,16.78792,21.91679,-0.5329575448602831,-0.9164955729662201,-12.308463,30.371456,-13.593833,0.018912422713083975,-1.6515925145351842,9.656278,10.778383,8.05726,-0.05690124500526807,-0.878705663832418,2.4978147,8.48401,1.0835029,0.10280620617280287,-0.6842267959904942,-7.19791,13.074069,-3.6932728,-0.20066586406046916,-1.6708606477602745,5.5824795,9.04071,6.567587,0.23767948794641017,-0.37546385737577603,-4.6056366,8.283088,-4.5721865,-1.0039920446072246,0.39621836631025076,-10.929852,11.5405855,-12.746545,0.15367269040419695,-1.3211258054432142,117.81443013081253,30.225395100122984,125.22985317977052,-1.0274534755714366,-0.4800996024802715,Ardhi,buka
0.03424944196428571,0.01963518992149762,0.03271484375,0.6954752699887438,-0.16294102708209124,0.08069735,0.07834689,0.034281306,0.787180864371413,-1.0000455593229658,1.984,1044.3814038331234,339.27563383843733,1042.8535032173975,1.3918370265472249,4.020121460960662,1750.49002000688,339.0574497473067,1816.9591575846675,0.4495849760843574,0.3502308482961962,2324.404761904762,1321.7347852788826,2101.5625,0.856175811078641,0.7337375896626543,19.71404137846104,4.946185318483676,18.933054888058145,0.6609563038075631,0.7009078764131229,0.0039752778,0.0069929957,0.001839861,3.4594654060570535,12.290607751969983,-310.64618,109.85987,-365.83557,0.5810578775923828,-0.9625754480499134,111.01739,28.754202,102.873825,0.21456128480824174,-1.581547904293449,43.962925,17.314026,41.336124,0.3118612954047419,-0.33733984499315683,9.083955,22.538633,16.327394,-0.6541904063004574,-0.8910122289824853,1.0065533,21.05715,-2.68569,-0.176714691150962,-1.358800634715926,18.183647,12.84747,17.094128,0.24751017861103403,-0.5287344311802684,8.842612,20.788397,15.608707,-1.1877604317957395,0.31877683255147904,11.374896,11.39609,13.799166,-0.8811631607980157,1.28054603498816,11.763785,5.6978593,12.175648,-0.41301306211484695,1.2744111065120487,2.083011,12.102105,7.60824,-0.8816509575437241,-0.8204152716696038,5.1431923,12.980154,8.968924,-0.6977347070053168,-0.15492904741485702,1.2703425,8.304802,2.5638227,-0.29148636354844837,-1.106019368473001,-1.859462,9.293424,-1.4250814,-0.2835794609121959,-1.232548579661645,101.49411858671652,73.67350468509106,118.17575243954971,2.6074528417446228,7.8759748662454605,Ardhi,buka
0.03607536764705882,0.028050813432689028,0.0302734375,0.6732856032684478,-0.5075122983906541,0.16697544,0.113437615,0.14870694,0.5358457578673114,-0.7687484526293593,1.056,946.9880757875303,325.5531083404097,953.2558514867428,0.351948215248982,-0.7576640513128847,1544.4591170267993,298.67707037366335,1540.9819353500789,-0.025269258400147834,0.3383777355430988,1753.90625,1113.2344868919606,1433.59375,1.1475784562316789,0.4309694604279013,19.035143828529186,3.8694969709876794,19.180260612715237,-0.31988976315821294,-0.660753079770998,0.0033062852,0.0048800036,0.0016737244,2.4700180985658626,5.942319571770575,-211.47275,111.12144,-192.65155,-0.16583013195724688,-1.5925304534465734,125.62671,30.461931,127.86903,0.0059185209692065,-0.9181907672356866,39.46901,24.796848,44.926506,0.304951627029977,-0.44588969646381216,-2.7102475,25.567549,-5.1523595,0.06060897653348131,-1.4276903401502221,-6.7451434,23.135616,-18.947094,0.3262120280663665,-1.6762470731591532,23.289825,14.811647,23.000965,-0.37049833624418055,-0.4259894582295267,7.1101613,14.235903,12.220268,-0.6491111590285362,-0.8658556649449478,17.898394,14.585659,17.100311,-0.47102068071088954,0.20839687360391412,8.887074,6.8490133,10.69639,-0.9843363038032721,0.2099872821792994,1.9155148,10.965173,4.606365,-0.6193978454618193,-1.0232220640755896,6.7795467,13.5475235,8.239449,-0.17085194056454572,0.6219913924944471,-0.42500573,9.14456,-1.5964265,-0.06014561096677797,-1.4616728705204043,-2.824122,9.380255,-4.0484524,0.14734326123180294,-1.6211862892864988,100.80608721847109,37.830697601290666,127.14906647973632,-0.32654433643793407,-1.7961493751531794,Ardhi,buka
0.063690185546875,0.022897194677989733,0.055419921875,0.4448623267359943,-0.9790733346344731,0.12065584,0.058591537,0.14058396,-0.5319251323954811,-1.0770472214532514,0.48,1207.598290615624,365.9334482895197,1202.5921673541861,0.23449005318954755,-0.046747944528663155,1682.4187497303146,346.19048037059656,1644.2037051277748,0.6282634284019077,0.40603160862580756,2358.88671875,1459.7031381659954,2027.34375,1.0725047746396337,0.32942103295071545,16.660832024300856,3.5850787940301396,15.4148583126325,0.42711570890839523,-1.0434571294840738,0.0066848225,0.0087949075,0.0031693364,1.9863841845630257,2.43258614212946,-207.74406,100.36006,-202.61438,-0.4149872340430563,-0.6876156875220607,139.2029,28.773844,146.17917,-0.9118757145016262,-0.17366834622157912,40.996574,30.042997,39.090122,0.095830657332868,-1.1446687771962838,-17.20427,24.85295,-20.010262,0.5306579507295685,-0.5621597343244256,-18.441662,19.294977,-23.884567,0.5544013226874104,-1.0210429660457367,20.326874,19.744059,23.560371,-0.4527361581139458,-0.9086829159094081,-2.431106,24.59705,5.3920617,-0.44030268109491294,-1.2850786238564118,7.855279,16.252962,7.0707736,-0.11569876829778858,-1.4179780330470468,-3.3526917,6.2614145,-4.435384,0.6961088697152711,0.4175443802843617,-1.6093714,16.21801,3.8490453,-0.10364444144949603,-1.7019975169957802,2.5540283,12.32379,4.2412357,-0.37629236418951006,-0.6880693398174658,-5.938211,5.476357,-6.5806017,0.4430590995203057,0.24694079580824368,0.0012993217,5.35547,-0.37880602,-0.2509190836001342,-1.2771797789000432,116.74008748619801,29.75215591951015,123.92721463870373,-1.1912395421391613,0.002061581016691516,Ardhi,buka
0.03323025173611111,0.02585815479168071,0.024658203125,0.9872821634918859,-0.21783562897411235,0.10880947,0.06506515,0.1084197,0.37950186372831757,-0.9034933592163386,0.544,1130.6508534250775,371.57774401615967,1080.352145265977,0.1930461782244503,-0.388133631756566,1712.2332132085785,369.64250720591195,1705.9426760711683,0.034425433322169685,-0.9695241329052426,2246.09375,1498.1027543268524,1492.1875,0.7398241525972035,-0.7337770873205587,20.019237225779506,5.0766309565296,21.69812713182499,-0.0756031166063134,-0.9306361035287685,0.006681233,0.009276709,0.0026301832,2.1824638161117105,4.511108819889911,-240.63312,122.38277,-234.76633,-0.1683500652753224,-1.1884820138153607,130.00316,28.531754,130.67963,-0.10663700720162987,-1.1195660448272111,42.30896,20.397398,37.32756,0.7902916908230997,-0.3930764490494507,-12.692159,29.728645,-3.5046148,-0.050080647332182586,-1.578176468240524,-5.2322545,17.595358,-1.4541563,-0.22672242178936733,-1.466421924028359,8.436236,10.823424,8.025493,0.7890874808123649,0.2529299632932349,2.623333,19.09283,11.852483,-0.968118767687721,-0.4506696811241855,7.8052425,12.781937,3.8913064,0.13931114776378073,-0.8668708878551876,-4.8432794,14.21931,-5.5784645,0.1371041827527855,-0.9297942869982552,1.5898644,13.216458,-0.605484,0.18892904314619338,-1.095754951111651,7.2679725,9.437721,4.1913404,0.6629130313422238,-0.5944331497978901,0.70048594,5.759231,-1.9049152,0.6926093822593047,-0.6235813544628726,-13.419472,8.061756,-12.569832,-0.22421119172399362,-0.854476551775678,139.66979489828765,78.37244986541802,131.30419322411646,2.503793107168703,7.203786133687705,Ardhi,buka
0.049249822443181816,0.017011854984143954,0.052734375,0.09327180824247075,-0.8947385889007169,0.18030149,0.091393225,0.18368873,-0.10373019767225942,-1.0068870014125877,0.672,1120.1708045373396,359.62692181923046,1146.827571684137,1.3740239213931411,3.54234643249727,1595.5673833283959,280.86235409742534,1582.9318832605886,1.4493873229605976,2.9198450214809855,2254.2613636363635,1348.3353799206886,1863.28125,1.063508053098984,0.8725777384521218,19.26564615708567,4.07703317435971,18.957925095716956,-0.04327115264577027,-0.20641589236664304,0.0063910736,0.016991338,0.002219659,4.167264977342416,15.896192456779819,-179.7357,78.49793,-162.00781,-0.7873285985748482,-0.03470149029824743,138.39482,19.66661,142.69264,-1.1102357648628913,1.4658993401520446,41.919365,26.606806,29.811394,0.551827250003568,-1.2994328546745684,-9.370498,15.04921,-10.976414,1.4302975708287116,2.459670247889817,-11.373964,10.167601,-13.42219,1.271436985228577,1.3663780034494266,20.35354,10.1130905,19.466724,-0.1195950503564251,-1.5239133894497905,-18.897911,28.51892,-26.098537,0.17045194752286338,-1.6388411204346316,12.86304,19.423391,11.374977,-0.31209327664099623,-1.122108860127026,-6.246674,13.301302,-3.5372968,-0.2600969575350246,-0.8760912999341222,-3.6146345,14.037485,1.698031,-0.40599694323961244,-1.1475590490361343,9.056881,15.295472,17.346603,-0.6553665511890291,-1.0839782742361481,-9.31599,8.387931,-10.453211,1.4774491217592713,2.327624534116228,-2.3412898,4.638407,-3.3714442,0.7137716105293853,1.0420601292934126,122.32631064700713,7.214516122418346,119.65576226347898,1.53253232068387,2.6632787910572944,Ardhi,buka
0.04506548713235294,0.021621520758933793,0.04150390625,0.1442961860433876,-1.176117373927223,0.14534393,0.058328886,0.15954584,-0.5760392139570212,-0.6039376049960978,0.512,1111.2371970632187,404.5698276188965,1123.6428038009221,1.1804459398313498,2.4473209033144725,1520.0368719395997,362.6418894386854,1431.9169273585835,0.9327898229810614,0.9745186881220289,2197.610294117647,1443.657798578911,1648.4375,1.3239494960361937,1.1591376340391424,17.306139326019828,3.6927912337262776,17.951958520565274,-0.5490331705959849,2.349298620095243,0.009047701,0.019959064,0.0030658946,3.4683256222579577,10.642781059450035,-175.44652,100.49623,-190.4686,-0.4584745638990879,-0.7701700558527613,141.1575,27.412981,139.74475,-1.0491958577303593,0.46505293650550605,37.095387,25.562284,38.742996,0.38825495055140685,-1.0377858425770916,-7.827522,23.29701,-22.119324,0.5925259122469163,-0.9130325258990397,-13.678564,19.482117,-22.71529,0.7425696197628358,-0.7900699414908536,19.633963,14.586039,26.022635,-0.432962763024378,-1.4244919644682739,-17.295818,23.054861,-16.568932,-0.17280309724715234,-1.5874337816348574,12.884507,11.685858,10.896887,-0.26795014317791765,-0.8717139695919918,0.9588275,11.735708,-2.3638673,-0.03375484239754122,-1.492435389718357,-5.2525887,9.703979,-4.5330534,-0.19516056712647412,-1.494744482008838,8.124344,16.76666,14.230275,-0.8936255014659122,-0.5315969813250669,-4.8075547,7.3364115,-3.1289222,0.059296900414915914,-1.3912786843071474,-12.467651,13.104659,-16.3826,0.3295766660638722,-1.5063102877036663,107.47486878954996,33.59486445136221,127.87865666325793,-0.2513749026912926,-1.7502590396752975,Ardhi,buka
0.04404994419642857,0.034661424265282154,0.033203125,0.21240248820556157,-1.3901024381118199,0.09362716,0.06611242,0.08835769,0.21972230576247592,-1.5046238718110962,0.864,1011.032736407444,344.3163014880153,1057.992317411985,-0.003913730717495339,-1.0241692475555193,1522.2580757237222,363.891937868562,1550.3343448247042,-0.08257424110286836,-1.4867580779569376,2002.7901785714287,1136.4170912588938,1906.25,0.2773175073624579,-1.289829495981838,17.710458986719495,5.0375030105588925,16.85985691063468,0.4578420284211558,-0.5105358050418385,0.0047134687,0.0060912794,0.0017697979,1.41602545045006,0.7923350937491014,-267.48563,115.67856,-272.05972,0.10583131188938208,-1.2013513022682372,138.23404,34.71456,148.37164,-0.3321098886128431,-1.443497699174333,45.751156,34.74977,41.222084,0.16934495695825327,-1.2667502917994304,-0.9854773,30.534101,11.798601,-0.2429090564760319,-1.6004784001819334,-13.62349,22.285894,-15.71665,0.0702266664350383,-1.5033326136094944,15.507302,26.325314,8.785065,0.000451722335453406,-1.1064908233165,-4.0578403,18.601143,1.1747745,-0.4739226157869661,-0.8308212779202346,4.4415193,11.681135,6.489292,0.11828500705705092,-1.2310766918761564,10.464518,6.7332973,10.387207,0.24740447915344102,0.22146109351456822,-5.6687436,10.995918,-8.816287,0.24680235674129153,-1.4288994185235935,5.61548,12.085257,6.688985,-0.22140030984927037,-0.29038036855593097,1.5701102,6.7771626,-0.17777303,-0.12779055989483398,-0.9980972828289358,-9.526476,13.471909,-8.69631,-0.07102731281503613,-1.26936149488713,115.20011782490486,69.99607261434895,119.89427356811018,3.2304959562188396,12.42013211668158,Ardhi,buka
0.04889112903225806,0.04941350559841273,0.02294921875,0.9586824263602431,-0.6178719119116423,0.0894543,0.07380323,0.060240105,1.0987586781638112,-0.014729810187780412,0.96,1403.4244315174687,306.5774646008293,1362.704264141385,0.12501456828043314,-0.7302279501457245,2043.0711573874428,188.3273649777508,2091.990925519482,0.07902134539764197,-0.4303819317464832,3665.826612903226,1106.922603267462,3687.5,-0.4145214842027385,-0.13258054856596857,18.825648431907734,5.146338022948279,19.258291273939633,-0.017842347708284193,-1.1585659191511117,0.006943395,0.005942099,0.0049578873,1.0168010834852557,0.9777523429815385,-236.61449,120.30812,-308.44437,0.8057805042482518,-0.8494101540382517,91.907265,20.275503,84.209305,0.8599713355245335,-0.4289763579978665,27.614466,28.330296,34.274826,-0.42777151374990174,0.32701126344232057,2.750512,20.535437,12.993259,-0.5104053128405076,-1.2667960006227463,14.977591,13.044068,19.005424,-0.26194429453017876,-1.1950141692041758,11.283566,11.030601,12.620892,-2.1257335558659394,5.0441671778076085,-2.4030118,18.386059,5.107295,-0.9456293882901006,-0.6557083289736942,6.6858826,11.151422,10.202528,-0.8279192857300527,-0.7394887827684613,3.269989,11.215594,5.238351,-0.6652880957091877,-0.5350775489271169,12.23429,10.653344,8.724339,0.8901163208874078,-0.262429889189693,8.995152,6.954923,7.5568647,1.1243133907668237,0.868254853842831,5.0770807,5.3210983,5.2644906,-0.6519652225133082,0.6517498288820853,-4.3066936,13.337145,-0.13253614,-0.7154675143530721,-0.7755128163102629,110.20100452629765,81.64917070878693,69.96090506450433,3.4424440820379316,13.838509261962688,Ardhi,buka
0.03998674665178571,0.022426541655280366,0.0361328125,0.08036869707958345,-1.089214314006767,0.09629718,0.07289835,0.08964162,0.2212223611460882,-1.5974897503952774,0.864,1059.6456771550672,346.3583662875076,1030.9610880469927,0.8502126317607971,0.18020346615394622,1656.520814044139,341.56068824926234,1688.0816390506495,0.4296963631581953,-0.7789485437188493,2234.375,1296.9909721167037,1750.0,1.0499134516379698,0.08215356567284049,19.22245582867499,4.819421489039456,19.291036519961494,-0.01952819179480675,-1.0356426569370896,0.0054323925,0.00921369,0.0016354269,2.3719922987694497,4.416886764347152,-269.88257,129.52768,-234.95963,-0.0031447337024686967,-1.4250159231442334,124.67946,30.55797,118.07311,0.09557136770896645,-1.5518219827291462,44.242928,30.957262,42.317215,0.10982726371942907,-0.6260357811418737,1.8825861,28.307617,3.9754672,0.07845656324283187,-1.4805073150139454,-12.951901,22.360786,-20.004562,0.29936421188108214,-1.4080145106102746,15.513472,16.263187,11.6656685,0.30195913791646883,-0.20653839069009505,-2.258241,23.465942,8.502598,-0.7453004043103949,-1.060385070916756,12.990267,10.958633,11.896341,-0.32889562407080286,-0.1385119522730074,1.79227,12.345407,4.413762,-0.751621163001073,-0.4400004069899053,3.9031072,8.9135475,6.1095667,-0.06315929402925496,-1.4053932765924468,9.0892725,10.573655,10.967823,-1.4826151415002258,1.6960082316865774,2.5101225,7.4904914,1.1337963,-0.17829475748856738,-0.337233382560171,-1.9087914,13.715025,4.809742,-0.6097147775788977,-0.9989209324690496,115.96762737331937,73.01989731356086,125.28411814306246,2.8881927452682037,10.871421557469063,Ardhi,buka
